"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 30 04:40:24 GMT 2023","Mon Oct 30 04:40:37 GMT 2023","12986","tests.ui","UI","TestAwaraSleepShop","","","Add mattress to cart by banner on Main page","A test which should open https://qa.awarasleep.com/, click on banner and add mattress to the cart"
"passed","Mon Oct 30 04:40:22 GMT 2023","Mon Oct 30 04:40:24 GMT 2023","1978","tests.api","API","TestReqResUser","","","Create, update and delete user","An API test with CRUD operations around the User flow using the following Portal: https://reqres.in/"
