"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 29 07:34:41 GMT 2023","Sun Oct 29 07:34:43 GMT 2023","1548","tests.api","API","TestReqResUser","","","Create, update and delete user","An API test with CRUD operations around the User flow using the following Portal: https://reqres.in/"
